Theft Year,State,Rank,Make/Model,Model Year,Thefts,
2015,Tennessee,3,Honda Accord,1996,267,
2015,Tennessee,4,Nissan Altima,2005,215,
2015,Tennessee,5,Chevrolet Impala,2007,213,
2015,Tennessee,6,GMC Pickup (Full Size),1996,201,
2015,Tennessee,7,Honda Civic,2000,198,
2015,Tennessee,8,Nissan Maxima,1997,188,
2015,Tennessee,8,Toyota Camry,2007,188,
2015,Tennessee,9,Jeep Cherokee/Grand Cherokee,2000,178,
2015,Texas,1,Ford Pickup (Full Size),2006,"7,897",
2015,Texas,2,Chevrolet Pickup (Full Size),2004,"6,158",
2015,Texas,3,Dodge Pickup (Full Size),2004,"2,898",
2015,Texas,4,Honda Accord,1997,"1,626",
2015,Texas,5,GMC Pickup (Full Size),2015,"1,450",
2015,Texas,6,Honda Civic,2000,"1,371",
2015,Texas,7,Chevrolet Tahoe,2004,"1,148",
2015,Texas,8,Toyota Camry,2014,"1,030",
2015,Texas,9,Nissan Altima,2012,957,
2015,Texas,10,Chevrolet Impala,2007,898,
2015,Utah,1,Honda Accord,1997,938,
2015,Utah,2,Honda Civic,1998,915,
2015,Utah,3,Subaru Legacy,1996,262,
2015,Utah,4,Ford Pickup (Full Size),2006,238,
2015,Utah,5,Chevrolet Pickup (Full Size),2004,225,
2015,Utah,6,Dodge Pickup (Full Size),2012,117,
2015,Utah,7,Subaru Impreza,1997,106,
2015,Utah,8,Acura Integra,1995,103,
2015,Utah,9,Jeep Cherokee/Grand Cherokee,1996,102,
2015,Utah,10,Nissan Altima,1997,97,
2015,Vermont,1,Chevrolet Pickup (Full Size),2001,15,
2015,Vermont,2,Ford Pickup (Full Size),2010,8,
2015,Vermont,2,Honda Accord,2002,8,
2015,Vermont,3,Hyundai Elantra,2015,7,
2015,Vermont,4,Honda Civic,2005,6,
2015,Vermont,4,Subaru Legacy,1999,6,
2015,Vermont,5,Ford Pickup (Small Size),2002,5,
2015,Vermont,5,GMC Pickup (Full Size),2007,5,
2015,Vermont,5,Nissan Sentra,2012,5,
2015,Vermont,5,Subaru Impreza,2002,5,
2015,Virginia,1,Honda Accord,2002,266,
2015,Virginia,2,Ford Pickup (Full Size),2004,205,
2015,Virginia,3,Honda Civic,2013,200,
2015,Virginia,4,Toyota Camry,2014,181,
2015,Virginia,5,Nissan Altima,2015,162,
2015,Virginia,6,Chevrolet Pickup (Full Size),2003,144,
2015,Virginia,7,Toyota Corolla,2013,140,
2015,Virginia,8,Ford Explorer,2002,119,
2015,Virginia,9,Jeep Cherokee/Grand Cherokee,2001,107,
2015,Virginia,10,Chevrolet Impala,2006,105,
2015,Washington,1,Honda Accord,1996,"3,757",
2015,Washington,2,Honda Civic,1998,"3,113",
2015,Washington,3,Ford Pickup (Full Size),2004,745,
2015,Washington,4,Acura Integra,1994,640,
2015,Washington,5,Toyota Camry,1989,602,
2015,Washington,6,Subaru Legacy,1996,599,
2015,Washington,7,Chevrolet Pickup (Full Size),1999,562,
2015,Washington,8,Jeep Cherokee/Grand Cherokee,1994,362,
2015,Washington,9,Toyota Corolla,2010,332,
2015,Washington,10,Nissan Sentra,1997,296,
2015,West Virginia,1,Ford Pickup (Full Size),2003,87,
2015,West Virginia,2,Chevrolet Pickup (Full Size),2000,76,
2015,West Virginia,3,Jeep Cherokee/Grand Cherokee,1996,36,
2015,West Virginia,4,Dodge Pickup (Full Size),2003,29,
2015,West Virginia,4,Chevrolet Pickup (Small Size),1999,29,
2015,West Virginia,5,Chevrolet Impala,2006,24,
2015,West Virginia,6,Toyota Camry,2014,20,
2015,West Virginia,7,Ford Taurus,1995,19,
2015,West Virginia,8,GMC Pickup (Full Size),2011,18,
2015,West Virginia,9,Chevrolet Cavalier,2002,17,
2015,Wisconsin,1,Dodge Caravan,2002,"1,035",
2015,Wisconsin,2,Honda Civic,1998,470,
2015,Wisconsin,3,Honda Accord,1997,450,
2015,Wisconsin,4,Chrysler Town & Country,2002,313,
2015,Wisconsin,5,Chevrolet Impala,2007,232,
2015,Wisconsin,6,Dodge Stratus,2002,209,
2015,Wisconsin,7,Toyota Camry,2007,191,
2015,Wisconsin,8,Chevrolet Malibu,2015,179,
2015,Wisconsin,8,Dodge Intrepid,2002,179,
2015,Wisconsin,9,Honda CR-V,2000,172,
2015,Wyoming,1,Chevrolet Pickup (Full Size),2007,32,
2015,Wyoming,2,Ford Pickup (Full Size),2000,29,
2015,Wyoming,3,Dodge Pickup (Full Size),2004,13,
2015,Wyoming,4,GMC Pickup (Full Size),2007,10,
2015,Wyoming,4,Jeep Cherokee/Grand Cherokee,2000,10,
2015,Wyoming,5,Dodge Durango,2002,9,
2015,Wyoming,5,Toyota Camry,1997,9,
2015,Wyoming,6,GMC Yukon,2002,8,
2015,Wyoming,6,Honda Accord,1997,8,
2015,Wyoming,7,Chevrolet Cavalier,2003,6,
2016,Alabama,1,Chevrolet Pickup (Full Size),2005,483,499
2016,Alabama,2,Ford Pickup (Full Size),2006,341,357
2016,Alabama,3,Toyota Camry,2014,189,205
2016,Alabama,4,Nissan Altima,2014,175,191
2016,Alabama,4,Chevrolet Impala,2004,175,191
2016,Alabama,5,Honda Accord,1998,164,180
2016,Alabama,6,GMC Pickup (Full Size),1999,136,152
2016,Alabama,7,Dodge Pickup (Full Size),1998,122,138
2016,Alabama,8,Ford Mustang,2002,106,122
2016,Alabama,9,Ford Explorer,2002,103,119
2016,Alaska,1,Chevrolet Pickup (Full Size),2003,131,147
2016,Alaska,2,Ford Pickup (Full Size),2004,79,95
2016,Alaska,3,GMC Pickup (Full Size),1997,42,58
2016,Alaska,4,Honda Civic,2000,40,56
2016,Alaska,5,Honda Accord,1993,30,46
2016,Alaska,6,Dodge Pickup (Full Size),1998,28,44
2016,Alaska,7,Ford Explorer,1994,15,31
2016,Alaska,8,Jeep Cherokee/Grand Cherokee,1999,12,28
2016,Alaska,9,Ford Pickup (Small Size),2000,6,22
2016,Alaska,10,Chevrolet Pickup (Small Size),1998,4,20
2016,Arizona,1,Honda Accord,1997,1056,"1,072"
2016,Arizona,2,Honda Civic,1998,1000,"1,016"
2016,Arizona,3,Chevrolet Pickup (Full Size),2004,834,850
2016,Arizona,4,Ford Pickup (Full Size),2006,756,772
2016,Arizona,5,Dodge Pickup (Full Size),2001,412,428
2016,Arizona,6,Nissan Altima,2015,253,269
2016,Arizona,7,GMC Pickup (Full Size),2015,230,246
2016,Arizona,8,Toyota Camry,1999,194,210
2016,Arizona,9,Jeep Cherokee/Grand Cherokee,1994,191,207
2016,Arizona,10,Nissan Sentra,2014,184,200
2016,Arkansas,1,Chevrolet Pickup (Full Size),2004,386,402
2016,Arkansas,2,Ford Pickup (Full Size),2008,236,252
2016,Arkansas,3,GMC Pickup (Full Size),1997,158,174
2016,Arkansas,4,Dodge Pickup (Full Size),1999,111,127
2016,Arkansas,5,Honda Accord,1997,106,122
2016,Arkansas,6,Nissan Altima,2015,73,89
2016,Arkansas,7,Toyota Camry,2013,66,82
2016,Arkansas,8,Chevrolet Impala,2012,60,76
2016,Arkansas,9,Chevrolet Malibu,2006,56,72
2016,Arkansas,10,Chevrolet Tahoe,2003,52,68
2016,California,1,Honda Accord,1996,28329,"28,345"
2016,California,2,Honda Civic,1998,28029,"28,045"
2016,California,3,Chevrolet Pickup (Full Size),2006,6032,"6,048"
2016,California,4,Toyota Camry,1991,5329,"5,345"
2016,California,5,Ford Pickup (Full Size),2006,4488,"4,504"
2016,California,6,Acura Integra,1994,4257,"4,273"
2016,California,7,Toyota Corolla,2014,3323,"3,339"
2016,California,8,Nissan Sentra,1997,2539,"2,555"
2016,California,9,Nissan Altima,1997,2265,"2,281"
2016,California,10,Honda CR-V,1999,2017,"2,033"
2016,Colorado,1,Honda Civic,1997,1364,"1,380"
2016,Colorado,2,Honda Accord,1997,1151,"1,167"
2016,Colorado,3,Ford Pickup (Full Size),2005,579,595
2016,Colorado,4,Jeep Cherokee/Grand Cherokee,1999,578,594
2016,Colorado,5,Chevrolet Pickup (Full Size),2000,434,450
2016,Colorado,6,Dodge Pickup (Full Size),2001,292,308
2016,Colorado,7,Subaru Legacy,1996,199,215
2016,Colorado,8,Acura Integra,1994,192,208
2016,Colorado,9,Toyota Camry,1989,187,203
2016,Colorado,10,Toyota Corolla,2014,154,170
2016,Connecticut,1,Honda Accord,1997,518,534
2016,Connecticut,2,Honda Civic,1998,516,532
2016,Connecticut,3,Nissan Maxima,1998,168,184
2016,Connecticut,4,Nissan Altima,1997,127,143
2016,Connecticut,5,Toyota Camry,2014,115,131
2016,Connecticut,6,Jeep Cherokee/Grand Cherokee,2000,94,110
2016,Connecticut,7,Toyota Corolla,1999,83,99
2016,Connecticut,8,Honda CR-V,1998,76,92
2016,Connecticut,9,Dodge Caravan,2000,63,79
2016,Connecticut,10,Acura TL,2003,60,76
2016,Delaware,1,Honda Civic,2000,37,53
2016,Delaware,2,Honda Accord,2004,27,43
2016,Delaware,3,Chevrolet Pickup (Full Size),2005,20,36
2016,Delaware,4,Ford Pickup (Full Size),1999,15,31
2016,Delaware,5,Chevrolet Impala,2007,12,28
2016,Delaware,6,Nissan Altima,2006,7,23
2016,Delaware,6,Honda CR-V,2001,7,23
2016,Delaware,7,Ford Taurus,2002,6,22
2016,Delaware,8,Toyota Corolla,2010,5,21
2016,Delaware,9,Toyota Camry,2012,4,20
2016,District Of Columbia,1,Dodge Caravan,2002,151,167
2016,District Of Columbia,2,Honda Accord,1997,116,132
2016,District Of Columbia,3,Jeep Cherokee/Grand Cherokee,2001,93,109
2016,District Of Columbia,4,Toyota Camry,2014,79,95
2016,District Of Columbia,5,Toyota Corolla,2010,54,70
2016,District Of Columbia,6,Nissan Altima,2015,46,62
2016,District Of Columbia,7,Ford Pickup (Full Size),1997,33,49
2016,District Of Columbia,8,Chevrolet Pickup (Full Size),1999,25,41
2016,District Of Columbia,9,Chevrolet Impala,2013,24,40
2016,District Of Columbia,9,Chrysler 300/300M,2005,24,40
2016,Florida,1,Ford Pickup (Full Size),2006,2054,"2,070"
2016,Florida,2,Honda Civic,2000,1111,"1,127"
2016,Florida,3,Nissan Altima,2015,1082,"1,098"
2016,Florida,4,Toyota Camry,2014,1073,"1,089"
2016,Florida,5,Honda Accord,1997,1009,"1,025"
2016,Florida,6,Toyota Corolla,2014,898,914
2016,Florida,7,Chevrolet Pickup (Full Size),2015,770,786
2016,Florida,8,Chevrolet Impala,2015,526,542
2016,Florida,9,Dodge Pickup (Full Size),2005,518,534
2016,Florida,10,Nissan Maxima,2014,463,479
2016,Georgia,1,Honda Accord,1997,1036,"1,052"
2016,Georgia,2,Ford Pickup (Full Size),2006,938,954
2016,Georgia,3,Chevrolet Pickup (Full Size),1999,932,948
2016,Georgia,4,Honda Civic,2000,637,653
2016,Georgia,5,Toyota Camry,2014,552,568
2016,Georgia,6,Chevrolet Impala,2008,496,512
2016,Georgia,7,Nissan Altima,2014,468,484
2016,Georgia,8,Dodge Pickup (Full Size),2003,436,452
2016,Georgia,9,Jeep Cherokee/Grand Cherokee,2001,433,449
2016,Georgia,10,Dodge Caravan,2002,409,425
2016,Hawaii,1,Honda Civic,2000,234,250
2016,Hawaii,2,Honda Accord,1994,164,180
2016,Hawaii,3,Ford Pickup (Full Size),2006,138,154
2016,Hawaii,4,Toyota Tacoma,2003,70,86
2016,Hawaii,5,Toyota Corolla,2004,48,64
2016,Hawaii,6,Toyota Camry,2000,39,55
2016,Hawaii,7,Toyota 4Runner,1997,29,45
2016,Hawaii,8,Nissan Frontier,2004,28,44
2016,Hawaii,9,Nissan Altima,2004,26,42
2016,Hawaii,10,Dodge Pickup (Full Size),2001,21,37
2016,Idaho,1,Ford Pickup (Full Size),2004,92,108
2016,Idaho,2,Chevrolet Pickup (Full Size),1999,60,76
2016,Idaho,3,Honda Accord,1996,50,66
2016,Idaho,4,Honda Civic,1996,36,52
2016,Idaho,5,Dodge Pickup (Full Size),2001,29,45
2016,Idaho,6,GMC Pickup (Full Size),1992,16,32
2016,Idaho,7,Ford Explorer,2002,6,22
2016,Idaho,8,Ford Pickup (Small Size),1991,3,19
2016,Idaho,8,Toyota Camry,1997,3,19
2016,Idaho,8,Jeep Cherokee/Grand Cherokee,1997,3,19
2016,Illinois,1,Dodge Caravan,2000,1038,"1,054"
2016,Illinois,2,Chevrolet Impala,2008,563,579
2016,Illinois,3,Honda Civic,2000,550,566
2016,Illinois,4,Honda Accord,1997,465,481
2016,Illinois,5,Chevrolet Malibu,2011,426,442
2016,Illinois,6,Chevrolet Pickup (Full Size),1999,402,418
2016,Illinois,7,Ford Pickup (Full Size),2006,376,392
2016,Illinois,8,Toyota Camry,2014,367,383
2016,Illinois,9,Jeep Cherokee/Grand Cherokee,2000,358,374
2016,Illinois,10,Nissan Altima,2014,310,326
2016,Indiana,1,Ford Pickup (Full Size),2005,643,659
2016,Indiana,2,Chevrolet Pickup (Full Size),1994,603,619
2016,Indiana,3,Chevrolet Impala,2004,407,423
2016,Indiana,4,Dodge Pickup (Full Size),2001,247,263
2016,Indiana,5,Chevrolet Malibu,2005,222,238
2016,Indiana,6,GMC Pickup (Full Size),1995,176,192
2016,Indiana,7,Honda Accord,1994,170,186
2016,Indiana,7,Chevrolet Pickup (Small Size),1998,170,186
2016,Indiana,8,Pontiac Grand Prix,2004,167,183
2016,Indiana,9,Ford Taurus,2003,166,182
2016,Iowa,1,Chevrolet Pickup (Full Size),2002,242,258
2016,Iowa,2,Ford Pickup (Full Size),2001,182,198
2016,Iowa,3,Chevrolet Impala,2005,85,101
2016,Iowa,4,Dodge Pickup (Full Size),2004,77,93
2016,Iowa,5,Ford Taurus,2003,61,77
2016,Iowa,6,Jeep Cherokee/Grand Cherokee,2005,49,65
2016,Iowa,7,GMC Pickup (Full Size),2007,44,60
2016,Iowa,8,Toyota Camry,1997,43,59
2016,Iowa,9,Dodge Caravan,2005,40,56
2016,Iowa,9,Pontiac Grand Prix,1999,40,56
2016,Kansas,1,Chevrolet Pickup (Full Size),1999,423,439
2016,Kansas,2,Ford Pickup (Full Size),2003,399,415
2016,Kansas,3,Honda Accord,1996,303,319
2016,Kansas,4,Honda Civic,2000,204,220
2016,Kansas,5,Dodge Pickup (Full Size),2001,144,160
2016,Kansas,6,GMC Pickup (Full Size),1999,97,113
2016,Kansas,7,Chevrolet Impala,2004,82,98
2016,Kansas,8,Dodge Caravan,2002,73,89
2016,Kansas,8,Jeep Cherokee/Grand Cherokee,2000,73,89
2016,Kansas,9,Chevrolet Pickup (Small Size),1998,72,88
2016,Kentucky,1,Chevrolet Pickup (Full Size),1998,234,250
2016,Kentucky,2,Ford Pickup (Full Size),2001,225,241
2016,Kentucky,3,Toyota Camry,1999,162,178
2016,Kentucky,4,Chevrolet Impala,2005,102,118
2016,Kentucky,5,Toyota Corolla,2014,94,110
2016,Kentucky,6,Honda Accord,1997,92,108
2016,Kentucky,7,Ford Explorer,2000,83,99
2016,Kentucky,8,Ford Taurus,2002,78,94
2016,Kentucky,9,Dodge Pickup (Full Size),2001,77,93
2016,Kentucky,10,Chevrolet Pickup (Small Size),2000,63,79
2016,Louisiana,1,Chevrolet Pickup (Full Size),2006,655,671
2016,Louisiana,2,Ford Pickup (Full Size),2006,568,584
2016,Louisiana,3,GMC Pickup (Full Size),2006,237,253
2016,Louisiana,4,Toyota Camry,2007,208,224
2016,Louisiana,5,Dodge Pickup (Full Size),2003,206,222
2016,Louisiana,6,Nissan Altima,2014,199,215
2016,Louisiana,7,Honda Accord,2008,193,209
2016,Louisiana,8,Chevrolet Impala,2008,161,177
2016,Louisiana,9,GMC Yukon,2003,109,125
2016,Louisiana,10,Chevrolet Tahoe,2007,98,114
2016,Maine,1,Chevrolet Pickup (Full Size),2001,13,29
2016,Maine,2,GMC Pickup (Full Size),1993,10,26
2016,Maine,3,Jeep Cherokee/Grand Cherokee,2004,2,18
2016,Maine,4,Ford Pickup (Full Size),2004,,15
2016,Maine,5,Toyota Corolla,2009,2,13
2016,Maine,5,Toyota Camry,1996,2,13
2016,Maine,6,Honda Civic,2009,2,11
2016,Maine,7,Chevrolet Impala,2000,2,8
2016,Maine,7,Ford Focus,2001,2,8
2016,Maine,8,Chevrolet Cobalt,2005,2,7
2016,Maryland,1,Dodge Caravan,2003,711,727
2016,Maryland,2,Honda Accord,2008,659,675
2016,Maryland,3,Toyota Camry,2014,331,347
2016,Maryland,4,Honda Civic,2012,297,313
2016,Maryland,5,Ford Pickup (Full Size),2004,271,287
2016,Maryland,6,Nissan Altima,2013,214,230
2016,Maryland,7,Toyota Corolla,2014,188,204
2016,Maryland,8,Jeep Cherokee/Grand Cherokee,2015,178,194
2016,Maryland,9,Chevrolet Pickup (Full Size),1999,176,192
2016,Maryland,10,Hyundai Sonata,2013,153,169
2016,Massachusetts,1,Honda Civic,2000,410,426
2016,Massachusetts,2,Honda Accord,1997,386,402
2016,Massachusetts,3,Toyota Camry,2014,244,260
2016,Massachusetts,4,Toyota Corolla,2010,187,203
2016,Massachusetts,5,Dodge Caravan,2005,172,188
2016,Massachusetts,6,Ford Pickup (Full Size),2004,162,178
2016,Massachusetts,7,Nissan Altima,2005,140,156
2016,Massachusetts,8,Jeep Cherokee/Grand Cherokee,1999,127,143
2016,Massachusetts,9,Honda CR-V,1999,91,107
2016,Massachusetts,10,Chevrolet Pickup (Full Size),2015,79,95
2016,Michigan,1,Chevrolet Impala,2008,717,733
2016,Michigan,2,Chevrolet Pickup (Full Size),1999,569,585
2016,Michigan,3,Ford Pickup (Full Size),2006,514,530
2016,Michigan,4,Dodge Caravan,2003,512,528
2016,Michigan,5,Dodge Charger,2015,461,477
2016,Michigan,6,Chevrolet Trailblazer,2007,446,462
2016,Michigan,7,Chevrolet Malibu,2013,435,451
2016,Michigan,8,Pontiac Grand Prix,2004,402,418
2016,Michigan,9,Jeep Cherokee/Grand Cherokee,2000,391,407
2016,Michigan,10,Ford Fusion,2014,339,355
2016,Minnesota,1,Honda Civic,1998,660,676
2016,Minnesota,2,Honda Accord,1997,508,524
2016,Minnesota,3,Chevrolet Pickup (Full Size),1999,313,329
2016,Minnesota,4,Ford Pickup (Full Size),2005,230,246
2016,Minnesota,5,Toyota Camry,1999,198,214
2016,Minnesota,6,Honda CR-V,1999,174,190
2016,Minnesota,7,Chevrolet Impala,2004,155,171
2016,Minnesota,8,Dodge Caravan,2003,127,143
2016,Minnesota,9,Toyota Corolla,2010,93,109
2016,Minnesota,10,Acura Integra,1996,79,95
2016,Mississippi,1,Chevrolet Pickup (Full Size),1994,270,286
2016,Mississippi,2,Ford Pickup (Full Size),2006,262,278
2016,Mississippi,3,Nissan Altima,2015,112,128
2016,Mississippi,4,Chevrolet Impala,2006,98,114
2016,Mississippi,5,GMC Pickup (Full Size),2000,87,103
2016,Mississippi,6,Toyota Camry,2014,78,94
2016,Mississippi,7,Honda Accord,2007,75,91
2016,Mississippi,8,Dodge Pickup (Full Size),2005,69,85
2016,Mississippi,9,Chevrolet Malibu,2015,57,73
2016,Mississippi,10,Chevrolet Tahoe,2005,52,68
2016,Missouri,1,Ford Pickup (Full Size),2004,864,880
2016,Missouri,2,Chevrolet Pickup (Full Size),2000,767,783
2016,Missouri,3,Dodge Caravan,2003,449,465
2016,Missouri,4,Dodge Pickup (Full Size),2001,394,410
2016,Missouri,5,Chevrolet Impala,2008,353,369
2016,Missouri,6,Jeep Cherokee/Grand Cherokee,1998,273,289
2016,Missouri,7,Honda Accord,1997,258,274
2016,Missouri,8,Ford Taurus,2002,234,250
2016,Missouri,9,Chevrolet Malibu,2015,227,243
2016,Missouri,10,Toyota Camry,2014,220,236
2016,Montana,1,Chevrolet Pickup (Full Size),1999,149,165
2016,Montana,2,Ford Pickup (Full Size),1995,129,145
2016,Montana,3,Dodge Pickup (Full Size),2006,62,78
2016,Montana,4,GMC Pickup (Full Size),2008,39,55
2016,Montana,5,Honda Accord,1994,36,52
2016,Montana,6,Chevrolet Impala,2001,15,31
2016,Montana,7,Ford Explorer,1996,11,27
2016,Montana,8,Chevrolet Pickup (Small Size),1995,8,24
2016,Montana,9,Toyota Camry,2015,7,23
2016,Montana,10,Ford Pickup (Small Size),2000,6,22
2016,Nebraska,1,Chevrolet Pickup (Full Size),1996,180,196
2016,Nebraska,2,Ford Pickup (Full Size),1999,152,168
2016,Nebraska,3,Honda Civic,1997,149,165
2016,Nebraska,4,Honda Accord,1996,141,157
2016,Nebraska,5,Dodge Pickup (Full Size),2001,86,102
2016,Nebraska,6,Jeep Cherokee/Grand Cherokee,1999,54,70
2016,Nebraska,7,Chevrolet Impala,2006,52,68
2016,Nebraska,8,GMC Pickup (Full Size),2015,45,61
2016,Nebraska,9,Toyota Camry,2000,33,49
2016,Nebraska,10,Chevrolet Pickup (Small Size),1998,27,43
2016,Nevada,1,Honda Accord,1996,1032,"1,048"
2016,Nevada,2,Honda Civic,1998,995,"1,011"
2016,Nevada,3,Chevrolet Pickup (Full Size),2006,361,377
2016,Nevada,4,Ford Pickup (Full Size),2006,263,279
2016,Nevada,5,Toyota Camry,2015,238,254
2016,Nevada,6,Nissan Maxima,1997,192,208
2016,Nevada,7,Nissan Altima,1997,191,207
2016,Nevada,8,Nissan Sentra,2014,184,200
2016,Nevada,9,Toyota Corolla,2014,135,151
2016,Nevada,10,Dodge Pickup (Full Size),2005,132,148
2016,New Hampshire,1,Honda Civic,1997,18,34
2016,New Hampshire,2,Honda Accord,1996,4,20
2016,New Hampshire,3,Chevrolet Pickup (Full Size),2002,3,19
2016,New Hampshire,4,Ford Pickup (Full Size),2002,1,17
2016,New Hampshire,5,Dodge Caravan,2003,,16
2016,New Hampshire,6,Ford Focus,2007,2,14
2016,New Hampshire,7,Toyota Camry,1999,2,13
2016,New Hampshire,8,Jeep Cherokee/Grand Cherokee,2000,2,11
2016,New Hampshire,9,GMC Pickup (Full Size),2007,2,9
2016,New Hampshire,9,Toyota Corolla,1999,2,9
2016,New Jersey,1,Honda Accord,1997,828,844
2016,New Jersey,2,Honda Civic,1998,737,753
2016,New Jersey,3,Dodge Caravan,2002,411,427
2016,New Jersey,4,Nissan Sentra,1998,324,340
2016,New Jersey,5,Ford Pickup (Full Size),2006,279,295
2016,New Jersey,6,Nissan Altima,2014,275,291
2016,New Jersey,7,Jeep Cherokee/Grand Cherokee,2000,270,286
2016,New Jersey,8,Toyota Camry,2014,216,232
2016,New Jersey,9,Nissan Maxima,1998,179,195
2016,New Jersey,10,Ford Econoline E350,2003,168,184
2016,New Mexico,1,Honda Civic,1998,556,572
2016,New Mexico,2,Ford Pickup (Full Size),2006,541,557
2016,New Mexico,3,Honda Accord,1994,529,545
2016,New Mexico,4,Chevrolet Pickup (Full Size),2006,467,483
2016,New Mexico,5,Dodge Pickup (Full Size),2003,253,269
2016,New Mexico,6,GMC Pickup (Full Size),2006,164,180
2016,New Mexico,7,Jeep Cherokee/Grand Cherokee,1994,133,149
2016,New Mexico,8,Toyota Camry,1999,112,128
2016,New Mexico,9,Chevrolet Pickup (Small Size),1998,85,101
2016,New Mexico,10,Chevrolet Impala,2005,74,90
2016,New York,1,Honda Accord,1997,708,724
2016,New York,2,Honda Civic,1998,691,707
2016,New York,3,Toyota Camry,2014,484,500
